UserName,Reviews,Rating,Date
Ganesh Cherala,"Loved it ❤️ alot . 
Beautiful monument. 
Really enjoyed .
Went with school as tour.  Sunrise and sunset views were amazing . Enjoyed them but didn't get any idea to capture them . Place to visit atleast once.", 5 stars ,3 months ago
A. Russell,"To be honest, the Red Fort was more interesting for me, and the Taj looked a bit dull on the overcast morning that we were there. Nevertheless, it's an exotic an romantic location, and I got some great pictures of my wife and I together there.", 5 stars ,3 months ago
sree harsha Reddy,"I think almost all the people knows Taj mahal.
Taj mahal has to maintained more properly and enough care has to be taken to protect the monument.
The staff and security forces deployed here has to more respectful towards tourists.
maintenance is not showing up for the entry fees they are collecting.", 4 stars ,2 months ago
sanjeev kumar,Monument is incredible but the services at the monument is pathetic. I stood for 3 hours in line. Internet was banned there and debit cards were not working., 1 star ,3 months ago
Melissa Jonas,It is extremely crowded so going during peak season  is not recommended. The Taj Mahal itself is extremely gorgeous. I really beautiful expression of love., 4 stars ,3 months ago
Sagir Ahmed Khan,"I cannot describe the beauty of Taj Mahal, you have to go there and just feel it.. This is the best thing you will see. 

Taj mahal is the Must visit for everyone. 

The architecture is just amazing.. 

Taj is soo perfect from every angle. 

Once you go there, you don't feel to come out..", 5 stars ,a month ago
Altmas Khan,"I Visited it last year 2 time 
I Love This Place", 5 stars ,a month ago
Devika Sheeja,"No words to explain. Take a guide with you for explanation. Even though the photoshoot is little bit funnier, its worth a try", 5 stars ,3 months ago
prarthana chhetry,It's a beautiful place to visit.. It's mesmerizing, 5 stars ,a month ago
Mohammed Aakasha,"The best place I'd visited in my life can't describe it's creativity, structure, calligraphy in the gates, perfect place for love birds", 5 stars ,3 months ago
c.k channel,Taj Mahal is one of the wonders of the world because it is one of the most splendid masterpieces of architecture in the world. In the year 1983 it was listed as a UNESCO world heritage site and was described as a “universally admired masterpieces of the world's heritage”. This building is also a symbol of love., 5 stars ,3 months ago
Mehak katyayan,Only Indian monument which comes under seven wonders. It's an amazing place. I would recommend to visit atleast, 4 stars ,3 months ago
Mayank Shah,While roaming around the monument...just think of the background of it and I bet you'll be lost in thoughts! This place is lit af🔥 only if you're not here to blow it up!, 5 stars ,3 months ago
Misbah Alam,"Very beautiful place built by Shah Jahan. He built it for Mumtaz Mahal, his beloved wife. It is made up of pure white marble. It is the tomb of Mumtaz Mahal and Shah Jahan. It is situated on the bank of river Yamuna. It has a beautiful view from Agra Fort. It is one of the seven wonders of the World.", 5 stars ,2 months ago
Janmejay Chauhan,Govt. or Authorities have to improve some basic facilities here..... Otherwise this place have the power of attraction naturally...... People from whole world came here to see the beauty of Taj..... Ticket charge for visitors from India is much costly...its ₹250 .., 4 stars ,3 months ago
Vinod Gupta,"Marvelous, magnificent, excellent architecture, symbol of love. Everytime you visit this monument, the more fascinating it appears.
This is awe inspiring.", 5 stars ,4 months ago
Total Travelling,Great place for visiting and it is one of  the seven wonders in the world. The view yamuna river was amazing., 5 stars ,3 months ago
Pallav Tewari,Place Where You Can Find Love and Peace Together., 5 stars ,a month ago
reem 1996,beautiful place 2013 college tour lots of memories, 5 stars ,2 weeks ago
Sanjay Kumar,The Taj Mahal is built on a parcel of land to the south of the walled city of Agra. Shah Jahan presented Maharajah Jai Singh with a large palace in the centre of Agra in exchange for the land.[36] An area of roughly 1.2 hectares (3 acres) …, 5 stars ,a month ago
Diya Parelkar,"I had visited Taj Mahal on my school trip a few months back...I can guarentee you that you we be amazed and flabbergasted to see the magnificent monument...
It is truly a surreal sight..I have no words to describe the wondrous monument..no …", 5 stars ,2 months ago
sourabh hardaha,This was very impressive and definitely worth the time. An hour or two would be sufficient to tour this UNESCO site. The view across to the the Taj Mahal was nice., 5 stars ,3 months ago
Geographic World official,The beauty of the Taj can't be expressed in words. It is out of the world. Environment around it is very calm and enthusiastic., 5 stars ,3 months ago
Mousham Sarkar,"One of the wonder among the world 7 wonders..
This is world most famous place  for tourism...
I like it..✌🌻", 5 stars ,4 months ago
Shubham Tashildar,Really best architectural structure and Awsome place to visit .one of the historical place of the agra.., 5 stars ,2 months ago
maitree manna,Excellent place. If you can take a guide with you you will find it better to understand the significance of each and every corner of that monument., 5 stars ,4 months ago
Umesh Mahale,India has the most beautiful man-made structure in the world, 5 stars ,5 days ago
Vimalesh Rajavel,Awesome place. Peaceful place to visit. 7 wonders of world. Amazing., 5 stars ,3 months ago
Manish Yadav,Place worth visit one in a lifetime. Awesome architecture. Dont visit the place as a symbol of love. Go and and enjoy the architecture., 5 stars ,3 months ago
Unknown Gamer,"Taj Mahal is made by shahan
Taj Mahal jurg in 7 wonders of the world", 5 stars ,2 months ago
Jakesh Kumar,Its immense beauty an ivory-white marble mausoleum on the south bank of the Yamuna river in the Indian city of Agra. Best place to visit a with family and friends., 4 stars ,3 months ago
Astri Sri Sulastri,"It is so majestic and romantic place. And please please please go there during sunrise, you would not regret it!", 5 stars ,3 months ago
BIPUL KUMAR,"Stunning,tremendous i think in your life once you should go there. And then you feel why it is in seven wonders of the world.", 5 stars ,3 months ago
GDG _Ar,"Very beautifully designed and built. A true wonder of world, I just visit site in life.", 5 stars ,3 months ago
Hema Viswanath,Wonders among seven... People who are planning to visit pls make sure you have every kind of precautions to protect you from SUN, 5 stars ,a month ago
mahes don,Very peaceful and happy place. Symbol of love., 5 stars ,a month ago
Nada Critters,"I thought it was better than that.. very crowded and people are fooling us around..
For foriegners you you pay the ticket & your get bottle of water & a guide for free on the ticket ❤", 4 stars ,3 months ago
Garima Gautam,"Beautiful and serene.
Photography is allowed on campus.
Entry to The taj mahal is 50 bucks per person.
Parking is available too.
Inside tomb tickets are for Rs. 200 .
Inside tomb photography is not allowed.", 5 stars ,3 months ago
Ashutosh Kumar,Beautiful piece of architecture but crazy busy with tourists. Maybe go there once to see this beautiful building so you dont have to go there again., 5 stars ,3 months ago
Vishal Gaurav Official,it's beautiful. as i read 📖 in books same like it is. it's including in world's 7 wonder. it was built by the mughal emperor Shahjaha. he was built it in the memory of mumtaj mahal. so it is also remarkable as the symbol of love.  it's …, 5 stars ,2 months ago
Seema Bhati,Really nice  place to see.. But too much crowded now days.. It can take hours to get an ticket and entry there...  Guide are so weired that they dont stop following  you until u hire them. Their cost is also very high.., 4 stars ,4 months ago
R. Special Studio,"The Taj Mahal
The Taj Mahal in 7 Wonders of World
Nice this building
Nice looking
Nice management and system
Nice way 
This is owner by Government and nice Government work in this Taj Mahal
Thanks", 5 stars ,2 months ago
MARYAM FATMA,"When you will see it..you will know why it's called one of the seven wonders of world..
It's just so beautiful..", 5 stars ,3 months ago
Akku Kumar,Taj mahal is One of the 7 wonders.... Taj mahal is very nice place... In your whole visit one time at least... It's near Agra cantt Railway station...., 5 stars ,2 months ago
Rohit Patil,"Pure Magnificence 😍😎 It is way much bigger than anybody could ever imagine seeing the photos... It has long gardens surrounding itself... Best time to visit is on sunny days, when it shines the brightest... The queues for tickets is the …", 5 stars ,4 months ago
Saanvi Campus,Hello friends I am Priya saanvi and I am going to tell my views on taj mahal that is situated in agra that is present in uttar pradesh. And I am also going to give many questions about the taj mahal and at last I tell about my opinion or …, 5 stars ,2 months ago
Passakorn Chumpoonta,"Don't forget to take the water in the ticket counter if you buy online tickets. There are a lot of shops in front of the entrance. If you need the souvenirs, you can bargain on your own price.", 5 stars ,3 months ago
Uddipta Borthakur,"Symbol of love. . visited twice till date.everytime it gives the same vibes. Beauty that can't be described. Be sure, Friday is always closed. And try to visit in fullmoon.", 5 stars ,3 months ago
Neelesh Tiwari,"The Taj Mahal is not just the story of a mausoleum, it is the story of a family. It is not only a romance, it is also a tragedy. The family is the royal family of the great Moguls driven by overpowering passion of love and hate. At the …", 5 stars ,2 months ago
Manisha Gupta,"Great place obviously, being among the seven wonders of the world. 
But, the way leading to the Taj Mahal is a narrow and littered one. Can be made more clean and attractive.", 5 stars ,3 months ago
Vikrant Mishra,"The monument is a such a beauty in itself that can not be described in any photos and words because it can be felt by only seeing, The Yamuna river enhances its views by flowing by it , it also has four minarets which is quite beautiful for …", 5 stars ,3 months ago
shurajoinam oinam,Modern engineers n architect should not look down the ancient builders. Really amazing, 5 stars ,3 months ago
beemanapally bharani,Beautiful place. Such an amazing piece of art. The history behind the masterpiece is worth remembering, 5 stars ,4 months ago
mukesh kumar,Very much famous historical place..., 5 stars ,4 days ago
Zuberee Rahman,Feel different in person compared with the pictures and videos we are use to, 5 stars ,a month ago
Nithish Sundarraj,A very beautiful place to visit. The maintenance of the surroundings could be better. It is not a romantic spot as it is always crowded., 4 stars ,3 months ago
World In Music,Taj Mahal is a beautiful architectural wonder in India and also one of the seven wonders of the world. Every year it receives 8 million visitors from all over the world. This architect marvel was built by Shah Jahan to his love Mumtaz in …, 5 stars ,2 months ago
A H,"As we know that it is a wonderful place in the world. 
We should never missed to see that once in a whole life.
What a beautiful , what a place, what a machanisium, what a entry gate, what a design, what a sangarmarmar, Go bro Go there and see", 5 stars ,3 months ago
Rajiv Kumar,It is my favourite place all over the world. It is magnificent architecture of 16'th century. Thanks a lot for this SHAH JAHAN., 5 stars ,3 months ago
Arpit kumar,"The Taj Mahal is an ivory-white marble mausoleum on the south bank of the Yamuna river in the Indian city of Agra. It was commissioned in 1632 by the Mughal emperor Shah Jahan to house the tomb of his favourite wife, Mumtaz Mahal; it also houses the tomb of Shah Jahan himself.", 5 stars ,2 months ago
sunitha sameer,You have to watch this miracle once in your life time but don't go if u don't have much energy left because there is soooo much to explore!!  The greenery maintained is really soothing and the pictures you get from  the cameramen are gonna be really good memories in future !!, 5 stars ,3 months ago
Gokul S,"The iconic landmark of India. One of the best places to visit. The eternal beauty of the Taj Mahal is unimaginable. However, more measures need to be taken to preserve and protect the monument, by the Government. Taking a photo position, of holding the Taj's top most minaret is a must.", 5 stars ,3 months ago
MD ASHHAR IQBAL,"To whom should I praise it, it is enough to say that it is one of the seven wonders of the world", 5 stars ,2 months ago
SHARIF QURESHI,"So beautiful amazing work , one of the seven wonder of the world , beautifully crafted on marvel stone .", 5 stars ,a month ago
Abdul Quadir,Best creation of Sajahan. Very peaceful  and  best architecture in the world. Go with free mind with no limit of time., 5 stars ,4 months ago
Bhavnish Marwaha,"Mesmerizing : Soulful : Architectural Marvel !
A place to visit atleast once and will leave a memory for Lifetime 
Just can't say much about this place, its a feeling that you got to experience
And a bonus point, it is part of 7 Wonders of the World 😊", 5 stars ,3 months ago
dinesh aggarwal,"Most beautiful place to visit, avoid in summer . Ticket price increase", 5 stars ,2 months ago
shashikant kabra,"Beautiful place - One of the Seven Wonders of the World

Standing majestically on the banks of River Yamuna, the Taj Mahal is synonymous to love and romance. The name ""Taj Mahal"" was derived from the name of Shah Jahan's wife, Mumtaz Mahal, …", 5 stars ,3 months ago
Sarkar Unlimited,Words are not enough to describes beuty of Tha Taj Mahal...Do visit and enjoy the charm of Place., 5 stars ,3 months ago
parth chauhan,"One knows that ‘The Taj’ is one amongst the World’s Wonders!
One knows that it is one amongst the UNESCO World Heritage Sites!!
One knows The Taj as a legend of eternal love of an Emperor for his favourite Queen!!!

Well, ‘The Taj’ has …", 5 stars ,2 months ago
shilpa athavale,The architecture is simply awesome. Only if the tourism department can do effective crowd management the visit will be more gratifying., 4 stars ,3 months ago
Nikkon Das,Doesn't need any comments. Its awesome. Love the history beyond it., 5 stars ,3 months ago
Ken Sealey,It's a must if you go to India. Beautiful with a very interesting history. Go with a guide to get the most out of the experience., 5 stars ,3 months ago
Raman Patel,Excellent monument.  Must visit place in India. Beautiful garden and locality., 5 stars ,3 months ago
Ved Prakash Singh,One of the best and soothing places in India. At the Bank of River Yamuna at Agra., 5 stars ,a month ago
Rajatha M,The most enchanting and mesmerising monument in India which is one of the wonders of the world. Its a breathtaking experience to witness this white marble beauty. Its a must must visit place., 5 stars ,5 months ago
Varun Rajput,Taj Mahal is a good place. The biggest feature is that it is very good carving.  Its marble stone red sandstone is very well appreciated., 5 stars ,3 months ago
Youri van den Hurk,"A stunning mausoleum, monument and symbol of love build right next to the Yamuna River in Agra.

This monument has it all, the beautiful story of an emperor that loved his (3rd) wife so much he build her this amazing mausoleum and the …", 5 stars ,3 months ago
Yash Jaiswal,"The best ever experience in my whole Life, every moment spent there was a feeling like heaven on earth, Ohh ! There how can I express the greatness of that place, that was above this world O:-)", 5 stars ,3 months ago
Arun sharma,"One of the seven wonders of world🔥💯
No need to explain anything as it's a monument dedicate to love ♥️
Really a nice place for hangout and photography 🖤
Felt amazed after visiting the place ..one should must visit and know the hidden facts about tajmahal🔥💯", 5 stars ,3 months ago
Deb D,"The Tajmahal..Symbol of Love,affections and respect. Pride of India. Awesome inhuman forgotten architecture. Hats off to the architect to present this marvelous architecture to the universe.", 5 stars ,4 months ago
Keshav Singh,"Been there many years ago,a beauty one of its kind.It amazes you with his marvelous marble craft and last its mark of unconditional love.", 5 stars ,3 months ago
Alejandro Mancuso,"One of the best heritage place in the world; amazing and incredible. Go with time, for enjoy all the complex, a lot of local tourist and foraging all day long. Nice to live the sunset time in the spots around the Taj Mahal", 5 stars ,4 months ago
Nitya Ranjan Kakati,One of the wonders of world. Neat and clean environment. Lush greenery., 5 stars ,3 months ago
Rashbihari Dutta,One of the seven wonders of the world. Such an  amazon spectacular architecture I have not  seen before., 5 stars ,3 months ago
Amitabh Thakur,"Their is nothing hidden about this place every one know about it the history of this place the symbol of love. The Mughal empire, all the good vibes the wonder of the world.", 5 stars ,4 months ago
SUFI RANG,wow wonderful place. world number one famous Tajmahl, 5 stars ,2 months ago
Pyrenees Accommodation,"Wow, even when Mr Trump delayed our visit, it was well worth seeing this wonder of the world. We got there at 6am to buy our tickets.ans there was a long que still. It got busier as the day progressed so get there.early", 5 stars ,3 months ago
Hardik Bhatt,Very beautiful place must visited once in life . Please buy online ticket first there big queues for tickets and no mobile network work there., 5 stars ,3 months ago
Hemit Dhanji,"Really enjoyed visiting one on the wonders of the world, it was amazing to know the detail that went into building this beautiful building, the history and how it was formed, will be back to see it again and would recommend everyone to visit at least once", 5 stars ,3 months ago
Sakshi Singla,"Everyone knows the main concept behind this beauty but i like to share  some inside stories which rarely known. 
-The cenotaphs, inside the Taj Mahal honoring Mumtaz Mahal and Shah Jahan are enclosed in an eight-sided chamber are just for …", 5 stars ,2 months ago
Alex Khan,"Most Beautiful place in a World!
There are Soo many things & tricks you need to know before visiting Taj Mahal.
Ask me on Instagram (free) @alex_khan_official20", 5 stars ,2 months ago
mohammad farhan,Not always Love is in the air sometimes Love is in the structure ie TAJ, 5 stars ,2 months ago
Nilaksha Swarnakar,"I think romance took birth here and would complete its journey here......fabulous,eye soothing,heart blowing......no word is enough to define this.", 5 stars ,3 months ago
Yolanda Komen,"It was quite a drive out from the city to get to Taj Mahal. And the smog was very bad with all the brickwork. We finally arrived and it was a wonderful experience. There are people everywhere giving you photography ideas, but be warned they …", 4 stars ,4 months ago
Surekha Cheedella,"Beautiful, just how you'd expect it to be. It is, after all, one of the 7 wonders of the world. There are beautiful gardens all around where you can roam, and there 4 gates to enter from. The general ticket is 50 bucks and the high value …", 5 stars ,a year ago
Ghanshyam Verma,Memory  place foor love and creative  worked in Indian culture, 5 stars ,a month ago
Rohith V P,Taj Mahal is beautiful architecture of Mughal period. Such a great building is constructed without any modern tools. I have visited ..., 5 stars ,3 months ago
Anand Verma,Sach a amazing stacture!!! Impressive ❤️, 5 stars ,a month ago
Mahmudul Hasan,"Most Historical and Beautiful place in Agra!
I love this place. I think everyone also!  Taj Mahal is also mysterious!
Lot of people are interested about this.", 5 stars ,3 months ago
Andres Lopez,"I woke up at 5 am and was able to take incredible shots ! Thanks also to Trump and Melania, after their visit the site was super gorgeous and clean ! Please note that you have to walk and take your tickets, so if you want to say the sun rising on the Taj, better to wake up early 😉📸", 5 stars ,3 months ago
Yash Gupta,"Heritage building, good architecture of mughal empire, situated in city of love.. And one of the famous monument of the world", 5 stars ,3 months ago
it's me strict Boy Raj,i love taahal its a amazing place of liver, 5 stars ,2 weeks ago
A2 telecastvlog,The 7th wonder of the world..., 5 stars ,4 weeks ago
Waseemul Haq,"Wonderful look 
The Taj Mahal is an ivory-white marble mausoleum on the south bank of the Yamuna river in the Indian city of Agra.", 5 stars ,2 months ago
Ram swaroop lodha,Amazing historical place but complete history not written at taaz, 5 stars ,a month ago
Mukesh Chaudhary,"It's the Taj Mahal! First time visitors to India should see this. No matter how crowded, you'll never feel it's too crowded. The building is simply beautiful. You'll get amazing photos from any angle at any time of the day (We went for …", 5 stars ,4 months ago
Karan Gaikwad,It's spectacular.. Taj Mahal is beautiful. Can't deny with the fact that it's the top most in the 7 wonders of the world., 5 stars ,3 months ago
shivnanda bhanuse,Lovely place really a precious and awesome mark of LOVE. Everyone who visits would be dumbstruck and gaze at Taj. Love and passion is in the air around here., 5 stars ,3 months ago
Sandeep Kumar,This is the one of the greatest places I've ever seen in my entire life. This place is just full of arts and crafts. As you know it's among the seven wonders of the world. It is regarded as the best  architecture of the previous time. The …, 5 stars ,a week ago
SUBHAJIT BANERJEE,"One of the seven wonderers in the world. Best in monument, best in architecture, best in class and really best in the world. It is just unbelievable that in that period how it was possible to create Tajmahal.....such accuracy, technology …", 5 stars ,3 months ago
Naveen Garg,Such a beautiful place to go where you see how love is unconditional most beautiful wonder in the world only place you can see beauty everywhere love to go there again with family and loved ones, 5 stars ,3 months ago
sayyad shoeb,"The Taj Mahal is a white tomb built in the 16th century by the Mughal emperor, Shah Jahan in memory of his wife, Mumtaz Mahal. The building is in the city of Agra, Uttar Pradesh. ... It is listed as a UNESCO World Heritage Site, together with the Agra Fort, 2.5 kilometers away.", 5 stars ,3 months ago
TITAN NANDI,7th wonder. Our pride. Be aware of the locals outside Taj complex., 5 stars ,3 months ago
Qumber hasan,"No words can describe its beauty .
It is most beautiful infrastructure ever built  in human history .
Recommend it for tourist must visit this place once in your lifetime", 5 stars ,3 months ago
Anas Nizam,"Beautiful, just how you'd expect it to be. It is, after all, one of the 7 wonders of the world. There are beautiful gardens all around where you can roam, and there 4 gates to enter from. The general ticket is 50 bucks and the high value …", 5 stars ,a year ago
Devashish Ojha,The vibes of Taj Mahal is priceless, 5 stars ,a month ago
Saiful Islam Saif Ash,"Great History of Samrat Shahajahan and Mamtaj (Love Story), 20 thousands labour made it in 20 years..", 5 stars ,2 months ago
Miss Brenna,i like this photo i keep this to remember... i was just looking grumpy, 5 stars ,a week ago
Chaiyasak Phongsaphan,Good to go and see 1 of 7 wonders in the world. This Taj Mahal is such an amazing man made building in this world. Indian people are nice and this country is amazing., 5 stars ,4 months ago
Abhishek Surve,"Taj Mahal is India's Historical Identity, Located in Agra India it beautiful place and its a Place of Namaaz For Muslim community nearby.Its a mosque of Shahajahaan and Mumtaaz his Queen.Its a beautiful place.The Entry Ticket for Taj Mahal …", 5 stars ,2 months ago
Shumaila Naaz Shaikh,"Awesome, superb no words to describe it. You must visit this world famous monument once in your lifetime.", 5 stars ,4 months ago
Balasan,"Taj mahal is one of the most beautiful place in the world, so that it as ""7 wonders of world” title. This mahal was built during shajahan's rule for the Unforgottable memory of his wife mumtaj... Happy and very pleasant to get some air in taj mahal...feeling relaxed and loved!", 5 stars ,2 months ago
Suyog Salunkhe,The place is most famous and attractive place for visitors ..., 5 stars ,2 weeks ago
MD Mamun,We knew Taj mahal is the historical place made by Samrat Sahjahan., 5 stars ,2 months ago
Hukum Singh,"Excellent place I liike this.
And I'm also planning to make same as this for my loving darling.", 5 stars ,3 months ago
krishan kumar,If you visited India don't forget to visit tajmahal. It's sign of love ♥️.this is one of the 7 wonders of world . I think everyone should visit tajmahal at least one time, 5 stars ,3 months ago
Anisha John,Taj Mahal... Of course it is a beautiful palace with beautiful view... In recent times the entry fees have increased a lot and that means a expensive visit.. Then too it is really a wonder to watch.., 4 stars ,4 months ago
Vijendra Singh,"Its beautiful , situated just beside a river and is close to agra fort, ticket price is 50 and 250 (allows you to enter the tomb) for Indian citizens, and don't forget to bring your adhaar card, tourist guides and photographers are available, eatables are present right outside the monument", 5 stars ,3 months ago
JAYKESH UTTAM,"Loved it. ❤️❤️

I enjoyed with clicking lots of amazing scenery view of tajmahal. 

Speechless design of Taj. You can spend here around 2-3hours to view. This is wonders of world because of this design of architecture. Nothing is more …", 5 stars ,3 months ago
L Theglobtrotterfish,"Absolutely stunning architectural building. A must see in Agra. I can suggest to buy tickets online and to go very early in the morning: before down is ideal, as the queue can be very long.", 5 stars ,4 months ago
Black Boy,The wonderful moment ❤️❤️ Taj Mahal, 3 stars ,a month ago
Jorge Velásquez,"There's a reason this is one of the world's wonders! It is worth to go with a guide so that you can really appreciate a of the details. Our driver recommended us one and it cost 1000 rps with Taj and Agra fort. That being said, guides will …", 5 stars ,3 months ago
AMIT PATEL,One of the best place to visit in incredible india!!!, 5 stars ,5 days ago
Mohd Abdul Khadeer saqibi,"Really a wonder. 
It really amazes you, I remember that I was so Awestruck that I bursted in cheerful laugh and astonishment at its beauty..", 5 stars ,3 months ago
Tanya Walker,Im so blessed that i had the amazing experience of India with my mother.  My life will forever be enhanced with this amazing journey 💜, 5 stars ,4 months ago
iDreamer,One of Beautiful place in the world.  Your soul will fill with happiness when you stand front of Taj., 5 stars ,3 months ago
Nayera Essam,"Amazing, if you are Muslim you can enter for free on Friday prayer 😁 and if you visit in a full moon night you can see the roses stone on Tag Mahel glowing on moon light 🤩", 5 stars ,3 months ago
Gulfam Khan,"The symbol of love ❤️ beauty 😍 great place to explore if your fond of visiting historical
Places.", 5 stars ,4 months ago
Abhishek Julaha,Proud to have such a place in india ... truly its the wonder of the world. Symbol of love..., 5 stars ,3 months ago
anurag sharma,Amazing experience..no words to describe the beauty thanks to Trump also because of his visit at least it got clean, 5 stars ,3 months ago
Banoth Jithender,Very beautiful and enjoyed a lot. it is unforgettable experience what got in my life nice place, 5 stars ,3 months ago
Saddam Vlogs,"One of the world heritage place, Mughal emperor Shah Jahal build this thing for the purpose of  love and affection to his wife .you can say also he gifted his wife", 4 stars ,3 months ago
